CTYDIST,ELEMDIST,DNAME,DCOUNTY,DSUPAREA,DPYC,DPYAV,DPYTATL,DPHONE,DFAX,DELEMSN,DELEMST,DELEMSRS,DELEMSNS,DELEMSTS,DMIDSSN,DMIDSST,DMIDSSRS,DMIDSSNS,DMIDSSTS,DJRSN,DJRST,DJRSRS,DJRSNS,DJRSTS,DHIGHSN,DHIGHST,DHIGHSRS,DHIGHSNS,DHIGHSTS,DTOTSCHL,DTOTTECH,DTOTRES,DTOTNRES,DTOTSTU,PRESTITL,PRESLN,PRESFN,PRESMI,SECTITL,SECLN,SECFN,SECMI,SDLNAME,SDFNAME,SDMINIT,SDSALUAT,DIEMAIL,URL,MO HOUSE DISTRICTS,MO SENATE DISTRICTS,US CONGRESSIONAL DISTRICTS,Location 1,Location 2
59114,Y,Livingston Co. R-III  (059-114),Livingston ,H,   A,6485192.00,4.5929,6606393135,6606392171,1,13,73,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,73,0,73,Mr.,Meservey ,Jimmy ,C,Mrs.,Savage ,Kerry ,A,Meservey ,Jocelyn ,M,Ms.,JMESERVEY@CHULASCHOOL.ORG,,007,"12 , 18 , 21 ",6,"205 Waite St.
Chula 646350040
(39.919989513183566, -93.48052509276468)",P.O. Box 40
41003,,North Harrison R-III  (041-003),Harrison ,H,   A,16104564.00,4.4323,6608675222,6608675263,1,17,134,1,135,0,0,0,0,0,0,0,0,0,0,1,18,112,0,112,2,35,246,1,247,Mr.,Emig ,Kirk ,,Mrs.,Craig ,Marilyn ,E,Clawson ,Troy ,R,Mr.,CLAWSONT@NHR3.NET,http://www.nhr3.net,"001, 002",12 ,6,"12023 Fir St.
Eagleville 644428180
(40.47088866214358, -93.98619929783851)",
108147,,Northeast Vernon Co. R-I  (108-147),Vernon ,C,   A,17139084.00,4.22,4174652221,4174652388,1,16,160,0,160,0,0,0,0,0,0,0,0,0,0,1,17,109,0,109,2,33,269,0,269,Mr.,Fox ,Robert ,,Mr.,Bruce ,David ,,Naas ,Charles ,E,Mr.,cnaas@nevc.k12.mo.us,http://www.nevcknights.org,"125, 126","28 , 31 ",4,"216 E Leslie Avenue
Walker 647909187
(37.897293081905055, -94.2290286698825)",
13061,,Braymer C-4  (013-061),Caldwell ,H,   A,17996866.00,3.4383,6606452284,6606452780,1,21,155,1,156,0,0,0,0,0,0,0,0,0,0,1,18,118,5,123,2,39,273,6,279,Ms.,Youtsey ,Scarlett ,,Ms.,Wiedmier ,Janelle ,,Regan ,Don ,,Mr.,dregan@braymerc4.net,http://braymerc4.net,"007, 008, 039",21 ,6,"400 Bobcat Avenue
Braymer 646249750
(39.59074201301553, -93.80233463043288)",
53111,,Laclede Co. R-I  (053-111),Laclede ,C,   A,32832285.00,2.75,4175892951,4175893202,1,36,479,1,480,0,0,0,0,0,1,19,114,1,115,1,29,244,44,288,3,84,837,46,883,Mr.,Huckaby ,Craig ,,Mrs.,Stacks ,Diana ,J,Berger ,Chris ,,Dr.,cberger@conwayschooldistrict.com,http://www.lacledecountyr1.com,"129, 137, 141","28 , 33 ",4,"726 W Jefferson
Conway 656328206
(37.502672251274085, -92.83050486821847)",
98080,,Schuyler Co. R-I  (098-080),Schuyler ,I,   A,37625118.00,4.2,6607662204,6607662400,1,39,340,0,340,0,0,0,0,0,0,0,0,0,0,1,29,313,0,313,2,68,653,0,653,Mr.,Mcnabb ,James ,,Mrs.,Pierce ,Vickie ,,Amen ,Robert ,,Mr.,RAMEN@SCHUYLER.K12.MO.US,http://schuyler.k12.mo.us,"003, 004","12 , 18 ",6,"1170 N Highway 63
Queen City 635611170
(40.40731999971837, -92.56718000015672)",
84002,,Fair Play R-II  (084-002),Polk ,C,   A,17159620.00,4.1,4176542231,4176545028,1,20,211,0,211,0,0,0,0,0,0,0,0,0,0,1,22,184,0,184,2,42,395,0,395,Mr.,Creed ,Gene ,,Mrs.,Moore ,Letha ,A,Sagaser ,Renee ,,Mrs.,rsagaser@fairplay.k12.mo.us,http://www.fairplay.k12.mo.us/,"127, 128","28 , 32 ",4,"301 N Walnut
Fair Play 656491020
(37.63258996359006, -93.57614844806027)",
37039,,Gasconade Co. R-I  (037-039),Gasconade ,D,   A,112136191.00,3.7509,5734862116,5734863032,1,33,338,0,338,1,40,335,0,335,0,0,0,0,0,1,39,345,18,363,3,112,1018,18,1036,Mr.,Schannuth ,Craig ,,Mrs.,Bader ,Brenda ,,Neale ,William ,,Dr.,CNEALE@HERMANN.K12.MO.US,http://www.hermann.k12.mo.us/,"042, 043, 061","06 , 10 , 26 ",9,"170 Blue Pride Drive
Hermann 650419802
(38.688846817811, -91.4457857401695)",
54041,,Odessa R-VII  (054-041),Lafayette ,F,   A,121313472.00,4.9401,8166335316,8166338582,2,79,898,0,898,1,41,494,0,494,0,0,0,0,0,1,55,633,1,634,4,175,2025,1,2026,Mr.,Dillon ,Aaron ,D,Mrs.,Tirschel ,Janet ,L,Brinkley ,Robert ,C,Mr.,jtirschel@odessa.k12.mo.us,http://www.odessa.k12.mo.us/,"032, 053, 054","08 , 21 ",4,"701 S Third
Odessa 640761453
(38.989409570035676, -93.95629148878662)",
22088,,Chadwick R-I  (022-088),Christian ,C,   A,10768264.00,4.6997,4176343588,4176342668,1,23,116,0,116,0,0,0,0,0,0,0,0,0,0,1,18,112,0,112,2,41,228,0,228,Mr.,Stevens ,Raymond ,,Mr.,Purdome ,Kyle ,,Comstock ,Dana ,,Mrs.,comstockd@chadwick.k12.mo.us,http://www.chadwick.k12.mo.us/,"140, 155","20 , 29 ",7,"7090 State Highway 125 S
Chadwick 656293340
(36.922729643945445, -93.05849558297558)",P.O. Box 274
72074,,New Madrid Co. R-I  (072-074),New Madrid ,E,   A,291692062.00,3.59,5736882161,5736882169,3,72,723,0,723,1,33,340,0,340,0,0,0,0,0,1,63,448,0,448,5,168,1511,0,1511,Mr.,Graham ,Harvey ,,Ms.,Davis ,Donna ,,Nance ,Bill ,,Mr.,bmnance@yahoo.com,http://newmadridco.k12.mo.us,"148, 149, 151, 152","25 , 27 ",8,"310 US Highway 61
New Madrid 638699753
(36.5807536049151, -89.55678541617745)",
24091,Y,Missouri City 56  (024-091),Clay ,B,   A,6447428.00,4.3433,8167504391,8167504394,1,11,23,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,23,0,23,Mrs.,Smith ,Charlotte ,,Ms.,Jackson ,Barbara ,R,Jackson ,Jay ,P,Mr.,jj@mocity.k12.mo.us,http://www.mocity.k12.mo.us,"020, 038","11 , 12 ",6,"700 E Main
Missouri City 640720259
(38.51324000042587, -90.43628999988346)",P.O. Box 259
83005,,Park Hill  (083-005),Platte ,B,   A,1467449564.00,5.5371,8163594050,8163594059,11,360,4735,0,4735,3,189,2375,0,2375,0,0,0,0,0,3,253,3303,0,3303,17,802,10413,0,10413,Mr.,Fane ,Todd ,,Ms.,Wooddell ,Della ,A,Springston ,Scott ,,Dr.,SPRINGSTONS@PARKHILL.K12.MO.US,http://www.parkhill.k12.mo.us/,"013, 014, 015, 018","17 , 34 ",6,"7703 N.W. Barry Road
Kansas City 641531731
(39.246842207318, -94.67198348099598)",
48902,,Alta Vista Charter School  (048-902),Jackson ,B,     ,,,8164712582,8164712139,0,0,0,0,0,1,21,150,0,150,0,0,0,0,0,1,27,216,0,216,2,48,366,0,366,Mr.,Medina ,Cris ,,Mrs.,Tinoco ,Lisa ,,Chaurand ,Jean-Paul ,,Mr.,SHANNONSPRADLING@GMAIL.COM,http://www.altavistacharterschool.org,,,5,"1722 Holly St.
Kansas City 641082217
(39.092398323579786, -94.59811957871914)",
21148,,Northwestern R-I  (021-148),Chariton ,I,   A,15553992.00,4.761,6602723201,6602723419,1,16,115,0,115,0,0,0,0,0,0,0,0,0,0,1,16,79,0,79,2,32,194,0,194,Mr.,Moxley ,Donnie ,,Mr.,Hayes ,Allen ,,Garber ,Ron ,,Mr.,rgarber@northwestern.k12.mo.us,,"007, 039","18 , 21 ",6,"18475 Highway 11
Mendon 646600043
(39.58665849397236, -93.13003366870667)",P.O. Box 43
48920,,Hope Academy  (048-920),Jackson ,B,,,,8165950820,8165950821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,258,0,258,1,17,258,0,258,Mr.,Brooks ,Alvin ,,Dr.,Henley ,Patricia ,,Middleton,Vonnelle,,Ms.,MIDDLETONEV@ATT.NET,http://www.kchopeacademy.org,,,5,"1004 Newton Avenue
Kansas City 641262234
(39.09969319392598, -94.5041928546102)",
72068,,Portageville  (072-068),New Madrid ,E,   A,47569875.00,3.5,5733793855,5733795817,1,34,383,0,383,0,0,0,0,0,0,0,0,0,0,1,36,391,0,391,2,70,774,0,774,Mr.,Moody ,Mark ,,Mrs.,Priggel ,Lynda ,,Allred ,Michael ,L,Mr.,THILL@PORTAGEVILLE.K12.MO.US,http://portageville.k12.mo.us,149,25 ,8,"904 King Avenue
Portageville 638731378
(36.43270084434878, -89.6992793624404)",None
91092,,Doniphan R-I  (091-092),Ripley ,E,   A,64766504.00,2.75,5739963667,5739965865,1,56,732,0,732,1,32,333,0,333,0,0,0,0,0,1,55,442,24,466,3,143,1507,24,1531,Mrs.,Smith ,Christy ,,Mrs.,Lowe ,Latraca ,L,Schlief ,Daniel ,R,Mr.,dschlief@doniphanr1.k12.mo.us,http://doniphanr1.k12.mo.us,"152, 153","25 , 33 ",8,"309 Pine St.
Doniphan 639351703
(36.61909336872263, -90.82391174866684)",
25001,,Cameron R-I  (025-001),Clinton ,H,   A,109894424.00,4.0871,8166322170,8166322612,1,62,780,2,782,1,44,540,0,540,0,0,0,0,0,1,57,503,11,514,3,163,1823,13,1836,Dr.,Wyckoff ,Douglas ,A,Mrs.,Kerr ,Carmen ,R,Robinson ,Matt ,,Dr.,mattrobinson@cameronschools.org,http://www.cameron.k12.mo.us,"002, 008","12 , 21 ",6,"423 N Chestnut St.
Cameron 644291738
(39.74259885407791, -94.23848911254856)",
67055,,East Prairie R-II  (067-055),Mississippi ,E,   A,60815731.00,3.1,5736493562,5736495455,2,57,683,0,683,0,0,0,0,0,1,17,178,0,178,1,28,280,0,280,4,102,1141,0,1141,Mr.,Carter ,Ronald ,,Mrs.,Lingle ,Tina ,W,Downing ,Scott ,T,,SCOTT.DOWNING@EASTPRAIRIE.ORG,http://www.eastprairie.org,"148, 149",25 ,8,"304 E Walnut
East Prairie 638451820
(36.77562832576997, -89.38023502392892)",P.O. Box 10
81094,,St. James R-I  (081-094),Phelps ,G,   A,111180588.00,3.28,5732652300,5732656126,1,74,845,0,845,1,38,388,0,388,0,0,0,0,0,1,58,549,0,549,3,170,1782,0,1782,Mr.,Rinehart ,Larry ,,Mrs.,Redburn ,Ashley ,,Tucker ,Joy ,,Mrs.,jtucker@stjschools.org,http://stjschools.org,"062, 120, 143","06 , 16 ",8,"122 E Scioto St.
St. James 655591717
(37.99549812101084, -91.61259624737414)",
80122,Y,Pettis Co. R-XII  (080-122),Pettis ,F,   A,50445180.00,2.89,6608265385,6608265452,1,22,143,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,143,0,143,Mr.,Randall ,John ,,Mrs.,Durrill ,Diane ,E,Fagg ,Amy ,,Mrs.,AFAGG@PETTISR12.K12.MO.US,http://www.pettisr12.k12.mo.us/,"051, 052, 054",28 ,4,"22675 Depot Road
Sedalia 653019505
(38.75073363719282, -93.33581786802107)",
10090,,Sturgeon R-V  (010-090),Boone ,D,   A,31933248.00,5.0664,5736873515,5736872116,1,22,173,0,173,1,18,127,0,127,0,0,0,0,0,1,18,125,7,132,3,58,425,7,432,Mr.,Bowne ,Doug ,,Mrs.,Chase ,Bonnie ,J,Schultz,Shawn,C,Mr.,sschultz@sturgeon.k12.mo.us,http://sturgeon.k12.mo.us,"040, 043, 044, 047","10 , 18 , 19 ",9,"210 W Patton
Sturgeon 652849067
(39.23280568935192, -92.28246908997774)",
85045,,Laquey R-V  (085-045),Pulaski ,G,   A,32890169.00,2.8742,5737653716,5737654052,1,32,308,0,308,1,22,167,0,167,0,0,0,0,0,1,24,210,0,210,3,78,685,0,685,Mr.,Southard ,Larry ,,Mrs.,Klemp ,Joni ,,Caffey ,Randy ,,Dr.,rcaffey@laqueyhornets.us,http://www.laquey.k12.mo.us,"121, 122, 123, 142","16 , 28 ",4,"27600 Highway AA
Laquey 655340130
(37.76257051422755, -92.31338030203966)",P.O. Box 130
97118,Y,Orearville R-IV  (097-118),Saline ,F,   A,6306181.00,5.5252,6605292481,6605292454,1,12,46,4,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,46,4,50,Mr.,Knox ,Robert ,,Mrs.,Knox ,Jacqulynne ,,Ehlert ,Marilyn ,,Dr.,GNEFF@CDSINET.NET,http://orearvilletigers.k12.mo.us/,"048, 051",21 ,4,"32524 E. Highway P
Slater 653490013
(39.171754174818886, -93.06869389478788)",
59113,,Southwest Livingston Co. R-I  (059-113),Livingston ,H,   A,10994143.00,4.47,6607384433,6607384441,1,15,82,0,82,0,0,0,0,0,0,0,0,0,0,1,12,97,0,97,2,27,179,0,179,Mr.,Cramer ,John ,,Mrs.,Gilliland ,Carrie ,L,Barnes,Cinthia,G,Mrs.,cbarnes@southwest.k12.mo.us,http://southwestr1.org,"007, 008, 039",21 ,6,"4944 Highway DD
Ludlow 646568122
(39.665240000425854, -93.70736000006383)",
9077,,Meadow Heights R-II  (009-077),Bollinger ,E,   A,33484385.00,3.1,5738660060,5738663240,1,27,297,0,297,0,0,0,0,0,0,0,0,0,0,1,24,258,0,258,2,51,555,0,555,Mrs.,Bess ,Sheila ,K,Mrs.,Welker ,Beverly ,,Comstock ,Andrew ,B,Mr.,acomstock@meadowheights.k12.mo.us,http://www.meadowheights.k12.mo.us,"145, 146",27 ,8,"Route 1 Box 2365
Patton 636629742
(37.471360000164054, -90.07811999973802)",
11079,,Buchanan Co. R-IV  (011-079),Buchanan ,H,   A,18733140.00,5.2047,8166853160,8166853203,1,23,170,0,170,0,0,0,0,0,0,0,0,0,0,1,23,158,0,158,2,46,328,0,328,Mrs.,Weigel ,Christy ,,Mrs.,Sampson ,Elaine ,K,Novinger ,Lane ,C,Mr.,LANEN@BCR4.K12.MO.US,http://www.bcr4.k12.mo.us/,011,34 ,6,"702 Main St.
DeKalb 644409634
(39.586305657444996, -94.92838393273678)",
15001,,Stoutland R-II  (015-001),Camden ,D,   A,23068515.00,2.75,4172863711,4172863153,1,25,306,0,306,0,0,0,0,0,0,0,0,0,0,1,19,208,0,208,2,44,514,0,514,Mr.,Maddux ,Steve ,,Mr.,Sullivan ,Charles ,R,Cooley ,Eric ,K,Mr.,CooleyE@stoutlandschools.com,http://schoolweb.missouri.edu/stoutland/,"122, 123","16 , 28 ",4,"7584 State Road T
Stoutland 655679302
(37.81663466634963, -92.51590602728234)",
47062,,Arcadia Valley R-II  (047-062),Iron ,G,   A,44029963.00,3.37,5735469700,5735467314,1,34,357,0,357,1,39,325,0,325,0,0,0,0,0,1,45,291,32,323,3,118,973,32,1005,Mr.,Inman ,Byron ,B,Dr.,Mchenry ,Loren ,C,Carver ,Clifford ,J,Dr.,JCARVER@AVR2.ORG,http://www.avr2.org,"116, 117, 144, 145","03 , 27 ",8,"750 Park Drive
Ironton 636501414
(37.59429293399201, -90.6310819822998)",
75085,,Thayer R-II  (075-085),Oregon ,G,   A,28768407.00,3.67,4172647261,4172644608,1,34,390,0,390,0,0,0,0,0,0,0,0,0,0,1,28,280,0,280,2,62,670,0,670,Mr.,Ward ,Randal ,,Mrs.,Bohrisch ,Anna ,D,Chappell ,Jeffrey ,D,Mr.,DCHAPPELL@THAYER.K12.MO.US,http://thayer.k12.mo.us/,143,33 ,8,"401 E Walnut St.
Thayer 657911242
(36.52321843200751, -91.54156630422582)",
57002,,Elsberry R-II  (057-002),Lincoln ,D,   A,43040949.00,4.1185,5738985554,5738983140,1,30,343,0,343,1,36,231,0,231,0,0,0,0,0,1,30,215,0,215,3,96,789,0,789,Mr.,O'Brien ,Sean ,,Mrs.,Anthony ,Anne ,M,Reller ,Tim ,,Dr.,anthonya@elsberry.k12.mo.us,http://schoolweb.missouri.edu/elsberry.k12.mo.us,"040, 041","10 , 18 ",2,"138 Tomahawk Drive
Elsberry 633430106
(39.161171586613406, -90.79260778632478)",P.O. Box 106
48080,,Center 58  (048-080),Jackson ,B,   A,380833950.00,6.6651,8163493300,8163493431,5,124,1275,0,1275,0,0,0,0,0,1,64,522,0,522,1,80,674,0,674,7,268,2471,0,2471,Mr.,Nastasi ,Joe ,,Mrs.,Mcmein ,Jan ,,Bartman ,Robert ,,Dr.,rbartman@center.k12.mo.us,http://www.center.k12.mo.us/,"025, 026, 027, 036","07 , 09 ",5,"8701 Holmes Road
Kansas City 641312802
(38.96777894535336, -94.5814254938328)",
24089,,Excelsior Springs 40  (024-089),Clay ,B,   A,205443240.00,5.2,8166309200,8166309203,3,113,1345,0,1345,1,45,620,0,620,0,0,0,0,0,2,112,1071,2,1073,6,270,3036,2,3038,Mr.,Halberstadt ,Bill ,,Ms.,Shelton ,Lisa ,L,Lacy ,John ,,Dr.,JLACY@ESTIGERS.K12.MO.US,http://www.essd40.com,"008, 020, 038, 039","11 , 12 , 21 ",6,"300 W Broadway
Excelsior Springs 640240248
(39.3423465705568, -94.22524900412856)",
103130,,Puxico R-VIII  (103-130),Stoddard ,E,   A,41562240.00,3.54,5732223762,5732223137,1,35,354,0,354,0,0,0,0,0,1,29,173,0,173,2,35,306,0,306,4,99,833,0,833,Mr.,Payne ,Chad ,,Mrs.,Martin ,Nicky ,,Dare ,Kyle ,W,Mr.,KDARE@PUXICO.K12.MO.US,http://www.puxico.k12.mo.us,"145, 151, 153","25 , 27 ",8,"481 N Bedford St.
Puxico 639609144
(36.95233776880009, -90.15448456302026)",
59117,,Chillicothe R-II  (059-117),Livingston ,H,   A,134074808.00,4.29,6606464566,6606466508,4,80,936,0,936,1,32,410,0,410,0,0,0,0,0,1,65,585,15,600,6,177,1931,15,1946,Mr.,Meneely ,David ,,Ms.,Schuler ,Laura ,,Barnes ,Roger ,,Dr.,rbarnes@chillicotheschools.org,http://www.chillicotheschools.org/,"002, 007","12 , 18 , 21 ",6,"1020 Old Highway 36 West
Chillicothe 646010530
(39.774796445116, -93.55524423696261)",P.O. Box 530
38045,,Stanberry R-II  (038-045),Gentry ,H,   A,23864428.00,5.43,6607832136,6607832177,1,22,200,0,200,0,0,0,0,0,0,0,0,0,0,1,23,146,0,146,2,45,346,0,346,Mr.,Osborn ,Jeff ,,Mrs.,Luke ,Karen ,,Johnson ,Bruce ,,Dr.,superintendent@sr2.k12.mo.us,http://sr2.k12.mo.us,"001, 002, 009",12 ,6,"610 N Park St.
Stanberry 644891051
(40.2184433604719, -94.54129586907173)",
107158,Y,Raymondville R-VII  (107-158),Texas ,G,   A,8503958.00,3.4219,4174576237,4174576318,1,19,148,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19,148,0,148,Mr.,Murray ,Paul ,,Mrs.,Hinton ,Loretta ,,Collins ,John ,W,Mr.,COLLINSJ@RVILLE.K12.MO.US,http://rville.k12.mo.us,"142, 143","16 , 25 , 33 ",8,"135 W Highway B
Raymondville 655558131
(37.33940901916366, -91.83615257823756)",P.O. Box 10
19144,,Sherwood Cass R-VIII  (019-144),Cass ,B,   A,49308695.00,4.2851,6604992834,6604992624,1,33,403,0,403,1,27,213,0,213,0,0,0,0,0,1,28,281,0,281,3,88,897,0,897,Mr.,Matson ,Daniel ,S,Mrs.,Marconett ,Glenda ,K,Gallagher ,Wayne ,T,Dr.,tgallagher@sherwoodk12.net,http://www.sherwoodk12.net,"033, 054, 055, 057","21 , 31 ",4,"33300 S Sherwood Drive
Creighton 647390098
(38.507577876519974, -94.08506268620124)",P.O. Box 98
115920,,South City Preparatory Academy  (115-920),St. Louis City ,A,,,,3145613440,3146673477,0,0,0,0,0,1,12,81,0,81,0,0,0,0,0,0,0,0,0,0,1,12,81,0,81,,Weseloh ,Pete ,,, White ,Brad ,,Malone,Mike,,Mr.,INFO@SOUTHCITYPREP.ORG,http://www.southcityprep.org,,,,"2900 S. Grand
St. Louis 631181005
(38.60443630140421, -90.24187207275213)",
12109,,Poplar Bluff R-I  (012-109),Butler ,E,   A,406439360.00,2.93,5737857751,5737850336,7,243,3184,0,3184,0,0,0,0,0,1,60,752,0,752,1,106,1364,0,1364,9,409,5300,0,5300,Mr.,Sells ,Steve ,,Mrs.,Smith ,Ann ,L,Hon ,Chris ,,Mr.,CHON@PB.K12.MO.US,http://www.poplarbluffschools.net,"152, 153","25 , 27 ",8,"1110 N Westwood Boulevard
Poplar Bluff 639013336
(36.76648912016571, -90.41400559534037)",
48915,,Scuola Vita Nuova  (048-915),Jackson ,B,     ,,,8162315788,8162315181,1,22,167,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,167,0,167,Mrs.,Mcgraw ,Peggy ,,Ms.,Vargas ,Eve ,,Goodman ,Nicole ,,Mrs.,NGOODMAN@SVNCHARTER.ORG,http://svncharter.org,,,5,"544 Wabash Avenue
Kansas City 641241747
(39.10666124633815, -94.55266517533579)",
53112,Y,Gasconade C-4  (053-112),Laclede ,C,   A,8386675.00,3.4688,4175324821,4175320615,1,13,78,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,78,0,78,Mr.,Lewis ,Shannon ,,,Rasmussen ,Beverly ,,Dunlap,Joe,,Mr.,jdunlap@gasconadec4.k12.mo.us,http://gasconadec4.k12.mo.us/,"122, 123, 142","16 , 28 ",4,"32959 Highway 32
Falcon 654708513
(37.6229957352802, -92.43187497262022)",
24093,,North Kansas City 74  (024-093),Clay ,B,   A,1871506546.00,5.8898,8164135000,8164135005,22,778,9336,0,9336,5,344,4209,0,4209,0,0,0,0,0,5,458,5585,2,5587,32,1580,19130,2,19132,Mr.,Jacobs ,Joe ,,Ms.,Shaul ,Becky ,,White ,Todd ,,Dr.,BSHAUL@NKCSCHOOLS.ORG,http://www.nkcschools.org,"012, 013, 014, 015, 016, 017, 018, 019, 020, 024","07 , 09 , 11 , 17 , 34 ",6,"2000 N.E. 46th St.
Kansas City 641162099
(39.17531549005491, -94.55777332446223)",
77104,,Lutie R-VI  (077-104),Ozark ,C,   A,21850922.00,3.6553,4172734274,4172734171,1,16,70,3,73,0,0,0,0,0,0,0,0,0,0,1,21,104,23,127,2,37,174,26,200,Mrs.,Henningsen ,Joan ,,Mrs.,Daffron ,Patricia ,C,Young ,Scot ,,Mr.,syoung@lutieschool.com,http://schoolweb.missouri.edu/lutieschool.com,155,"29 , 33 ",8,"HC 4 Box 4775
Theodosia 657618413
(36.59730999985675, -92.79200999996135)",
47064,Y,Belleview R-III  (047-064),Iron ,G,   A,9155940.00,2.75,5736975702,5736975701,1,14,123,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,123,0,123,Mrs.,Payne ,Deborah ,C,Mrs.,Racer ,Pamela ,,Bell ,James ,E,Mr.,jbell@belleviewbraves.org,,"117, 144",03 ,8,"27431 Highway 32
Belleview 636239711
(37.66846000002914, -90.85812000033758)",
28102,,Crawford Co. R-II  (028-102),Crawford ,G,   A,111204661.00,3.31,5738852534,5738853900,1,46,641,0,641,1,37,444,0,444,0,0,0,0,0,1,38,398,0,398,3,121,1483,0,1483,Mrs.,Schuette ,Cheri ,,Mrs.,Jenkins ,Angela ,,Thompson ,Johnny ,,Mr.,jthompson@cuba.k12.mo.us,http://www.cuba.k12.mo.us,"062, 119, 120","06 , 16 , 26 ",9,"1 Wildcat Pride Drive
Cuba 654531632
(38.05510809809769, -91.40346550080388)",
10089,,Hallsville R-IV  (010-089),Boone ,D,   A,71622728.00,4.2371,5736965512,5736963606,2,60,661,0,661,1,30,293,0,293,0,0,0,0,0,1,39,405,2,407,4,129,1359,2,1361,Ms.,Daly ,Susan ,,Mrs.,George ,Judy ,A,Robertson ,John ,,Mr.,jrobert@hallsville.org,http://www.hallsville.org,"044, 047",19 ,9,"421 Highway 124 E
Hallsville 652559346
(39.117840682621136, -92.22465298695522)",
80125,,Sedalia 200  (080-125),Pettis ,F,   A,340085587.00,3.853,6608296450,6608278938,6,177,1931,14,1945,1,49,734,0,734,1,76,1030,5,1035,1,80,964,20,984,9,382,4659,39,4698,Dr.,Sharp ,Jeffrey ,,Mr.,Wolf ,David ,,Wolfe ,Harriet ,,Dr.,wolfeh@sedalia.k12.mo.us,http://www.sedalia200.org,"048, 051, 052, 054",28 ,4,"2806 Matthew Drive
Sedalia 653017981
(38.6876473156997, -93.24501835590314)",
40107,,Trenton R-IX  (040-107),Grundy ,H,   A,73707908.00,4.3577,6603593994,6603593995,1,43,558,0,558,1,31,353,10,363,0,0,0,0,0,1,37,375,44,419,3,111,1286,54,1340,Mr.,Bailey ,Kevin ,,Ms.,Leeper ,Susan ,E,Albrecht ,Becky ,,Mrs.,BALBRECHT@TRENTONR9.K12.MO.US,http://trentonr9.k12.mo.us,"002, 003, 007","12 , 21 ",6,"1607 Normal St.
Trenton 646831967
(40.080485072748345, -93.60388913227403)",
46135,Y,Glenwood R-VIII  (046-135),Howell ,G,   A,25585280.00,3.0278,4172564849,4172572567,1,26,290,0,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,290,0,290,Mr.,Martin ,Eric ,,Mrs.,Herron ,Donna ,,Stewart ,Wayne ,,Mr.,WSTEWART@GLENWOOD.K12.MO.US,http://www.glenwoodr8.com,154,33 ,8,"10286 State Route 17
West Plains 657755711
(36.67763796437326, -91.86124084601585)",
103128,,Bell City R-II  (103-128),Stoddard ,E,   A,28170673.00,3.15,5737334444,5737334114,1,17,108,0,108,0,0,0,0,0,0,0,0,0,0,1,19,102,0,102,2,36,210,0,210,Mr.,Strobel ,Larry ,G,Mr.,Nichols ,Scott ,,Asher ,Matthew ,A,Mr.,masher@bellcity.k12.mo.us,http://www.bellcity.k12.mo.us,"146, 151","25 , 27 ",8,"25254 Walnut St.
Bell City 637351000
(37.0253160958902, -89.81622226306591)",
61150,,Atlanta C-3  (061-150),Macon ,I,   A,13383710.00,3.6463,6602394212,6602394205,1,19,117,0,117,0,0,0,0,0,0,0,0,0,0,1,16,79,0,79,2,35,196,0,196,Mr.,Baker ,Calvin ,,Mrs.,James ,Beth ,,Perkins ,William ,W,Mr.,wperkins@atlanta.k12.mo.us,http://atlanta.k12.mo.us/,"005, 006",18 ,9,"600 S Atterberry
Atlanta 635300367
(39.894363394483314, -92.47944045000052)",P.O. Box 367
13059,,Polo R-VII  (013-059),Caldwell ,H,   A,22520790.00,4.6071,6603542326,6603542910,1,22,165,0,165,1,22,99,5,104,0,0,0,0,0,1,24,97,21,118,3,68,361,26,387,Mr.,Henry ,Allen ,,Mrs.,Myers ,Rochelle ,J,Newhart ,Robert ,T,Mr.,NEWHARTR@POLO.K12.MO.US,http://polo.k12.mo.us/,"008, 039",21 ,6,"300 W School St.
Polo 646719352
(39.550241980611304, -94.0421728495053)",
19151,,Midway R-I  (019-151),Cass ,B,   A,41150187.00,5.7989,8162502994,8168992823,1,26,250,0,250,0,0,0,0,0,0,0,0,0,0,1,29,248,0,248,2,55,498,0,498,Mr.,Hillman ,Chris ,,Mrs.,Chatfield ,Sherry ,L,Myers ,Gordon ,D,Mr.,Gmyers@midwayk12.net,http://www.midwayk12.net,056,31 ,4,"5801 E State Route 2
Cleveland 647348109
(38.63602729220744, -94.53770652581753)",
